대피소,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
덕유산 향적봉,덕유산 향적봉대피소 예약하기(컴),F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,구로구,구로5동,
북한산 대피소,북한산 대피소 / 19.10.24,F,4,,,      ,          ,,전북,전주시 완산구,서서학동,
지리산 치밭목,지리산(대원사-새재-치밭목대피소-천왕봉),M,4,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,예    ,자녀 있음 ,단독주택,전남,강진군,마량면,기타 (승합차/트럭/화물차/기타 차량 등)
덕유산 향적봉,덕유산 향적봉대피소 예약하기(컴),M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,남양주시,화도읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
지리산 세석,지리산 세석대피소 1박2일,F,2,"학생 (초중고학생, 대학생, 대학원생)",800~899만원,아니오,          ,아파트/ 주상복합,서울,서초구,반포동,
지리산 치밭목,지리산(대원사-새재-치밭목대피소-천왕봉),F,3,"교직 (교사, 유치원교사, 학원강사)",300~399만원,아니오,          ,단독주택,경기,김포시,사우동,"경차 (모닝, 스파크 등)"
한라산 윗세,[제주 한라산] 영실 - 윗세 오름 대피소 - 어리목,F,5,,,      ,          ,,서울,광진구,자양1동,
지리산 세석,[대중교통으로 찾은 지리산 성중종주] 첫째날 성삼재에서 세석대피소까지 약 20km를 놀며쉬며 여유로운 산행했다,F,2,,,      ,          ,,서울,강남구,개포1동,
지리산 장터목,지리산 장터목대피소 예약 성공 백무동 중산리코스,M,2,,,      ,          ,,대전,동구,가양2동,
설악산 수렴동,<설악산 등산> 백담사- 영시암-수렴동대피소-봉정남,M,2,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,군포시,당동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
한라산 탐라계곡,한라산(관음사 탐방 안내소~탐라계곡 대피소~삼각봉 대피소~한라산~진달래 밭 대피소~속밭 대피소~성판악. 180831.금),M,5,무직,"1,000만원 이상",아니오,          ,아파트/ 주상복합,인천,중구,중산동,
소백산 연화봉,소백산(제2연화봉 대피소),F,2,,,      ,          ,,,,,
설악산 중청,설악산 대청봉 1박 일출 산행 (중청대피소 3대의 덕),M,3,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,부천시 오정구,원종1동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
북한산 대피소,[타이거OB산악회] 북한산 단풍산행... 북한산성매표소-산영루-태고사갈림길-북한산대피소-용암문-위문-새마을교-북한산성매표소_2018.10.21(일),F,3,"자영업 (도소매업, 숙박업, 미용업)",600~699만원,아니오,          ,단독주택,대구,수성구,지산1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
설악산 희운각,설악산 운해 1박2일(오색-대청봉-희운각대피소-공룡능선-마등령-비선대-설악동),M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,오피스텔,서울,동대문구,용두동,
소백산 연화봉,겨울 소백산 1박2일 천동 에서 죽령 휴게소 까지 (제2 연화봉 대피소),M,4,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,용산구,한남동,
한라산 윗세,[제주도] 2018년 10월: 한라산 영실코스 (윗세 오름 대피소 남벽분기점 영실통제소),M,2,,,      ,          ,,경북,경산시,계양동,
덕유산 향적봉,무주 덕유산국립공원의 1박2일과 향적봉대피소,F,3,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,아니오,          ,아파트/ 주상복합,서울,노원구,상계6.7동,"경차 (모닝, 스파크 등)"
북한산 대피소,<북한산> 밤골~밤골계곡~백운대~북한산대피소~산성입구,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강동구,암사1동,
한라산 진달래밭,#성판악 #속대밭대피소 #사라오름 #진달래밭대피소 #한라산 #백록담,M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,서울,강남구,삼성2동,
덕유산 향적봉,무주 덕유산국립공원의 1박2일과 향적봉대피소,M,5,,,      ,          ,,인천,남구,학익동,
설악산 희운각,설악산 운해 1박2일(오색-대청봉-희운각대피소-공룡능선-마등령-비선대-설악동),M,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,아파트/ 주상복합,경기,의정부시,가능3동,"경차 (모닝, 스파크 등)"
지리산 세석,지리산/백무동에서 세석대피소,F,3,,,      ,          ,,서울,양천구,목2동,
북한산 대피소,북한산 밤골~백운대~북한산대피소~산성입구(191003).,F,3,,,      ,          ,,인천,서구,당하동,
지리산 치밭목,지리산(대원사-새재-치밭목대피소-천왕봉),F,4,"교직 (교사, 유치원교사, 학원강사)",300~399만원,아니오,          ,아파트/ 주상복합,광주,서구,풍암동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한라산 진달래밭,제주 한라산 성판악-속밭쉼터-진달래밭 대피소...제주도,M,4,,,      ,          ,,인천,남구,숭의4동,
소백산 연화봉,흰 꽃들이 많이 피어 있었던 소백산 제2연화봉 대피소 가는 길 그리고 맛있게 먹은 저녁식사 20190601,F,3,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,논현동,"경차 (모닝, 스파크 등)"
덕유산 향적봉,덕유산 ( 德裕山 ) 야생화 트레킹 3 ( 설천봉 ~ 향적봉 대피소 ) ,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,북구,상안동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한라산 윗세,[제주도] 2018년 10월: 한라산 영실코스 (윗세 오름 대피소 남벽분기점 영실통제소),M,5,,,      ,          ,,인천,남구,학익동,
덕유산 향적봉,덕유산 향적봉대피소 예약하기(컴),M,3,,,      ,          ,,경기,성남시 분당구,수내동,
한라산 속밭,한라산 원정대(1)그 고생의 서막. / 성판악코스 / 입구~속밭 대피소까지.,F,4,"교직 (교사, 유치원교사, 학원강사)",100만원 미만,아니오,          ,아파트/ 주상복합,충남,아산시,탕정면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
지리산 치밭목,2018-07-18 지리산 새재마을~치밭목대피소,M,3,,,      ,          ,,경기,용인시 기흥구,상갈동,
설악산 양폭,설악산 양폭대피소에서 잠을 청하고 싶다.,M,5,퇴직/연금생활자,100만원 미만,예    ,자녀 있음 ,아파트/ 주상복합,인천,연수구,송도동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
지리산 장터목,지리산 장터목대피소 예약 성공 백무동 중산리코스,M,5,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",400~499만원,아니오,          ,아파트/ 주상복합,서울,노원구,공릉2동,기타 (승합차/트럭/화물차/기타 차량 등)
지리산 연하천,지리산 연하천대피소에서 날아온 소식 지리산 등로 샘물처럼 달콤 감동,F,3,,,      ,          ,,서울,용산구,용산동5가,
설악산 희운각,설악산 운해 1박2일(오색-대청봉-희운각대피소-공룡능선-마등령-비선대-설악동),M,5,,,      ,          ,,인천,부평구,청천동,
소백산 연화봉,소백산 제2연화봉 대피소 숙박산행,F,5,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,도봉구,창1동,
설악산 양폭,2019년 10월 26~27일 (1박2일 ) 설악산 양폭대피소 단풍보러가요.,F,4,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,남구,달동,
지리산 세석,[대중교통으로 찾은 지리산 성중종주] 첫째날 성삼재에서 세석대피소까지 약 20km를 놀며쉬며 여유로운 산행했다,F,5,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,해운대구,반여1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
한라산 진달래밭,한라산 탐방/관음사~개미등~삼각봉~백록담~진달래대피소~성판악,F,2,,,      ,          ,,경남,진주시,대곡면,
지리산 세석,[대중교통으로 찾은 지리산 성중종주] 첫째날 성삼재에서 세석대피소까지 약 20km를 놀며쉬며 여유로운 산행했다,F,2,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,오피스텔,경기,부천시 원미구,심곡3동,
지리산 노고단,#오스프리 #AURA #xCREW #기어리뷰어 지리산 노고단 대피소 1박 2일 _2018 12 01_02,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,제주,제주시,월평동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
덕유산 향적봉,덕유산 향적봉대피소 예약하기(컴),M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,서구,만년동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
지리산 장터목,지리산 장터목대피소 블약 100대명산 천왕봉,M,5,,,      ,          ,,서울,강북구,수유3동,
지리산 세석,[대중교통으로 찾은 지리산 성중종주] 첫째날 성삼재에서 세석대피소까지 약 20km를 놀며쉬며 여유로운 산행했다,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,계양구,효성2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
지리산 세석,지리산 세석대피소 1박2일,M,3,,,      ,          ,,서울,강서구,외발산동,
소백산 연화봉,[등산] 소백산-연화봉대피소,F,5,,,      ,          ,,서울,송파구,장지동,
설악산 소청,설악산 백담사~소청대피소 (5/19~21)/ 첫째날,M,3,기타 ,700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북아현동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한라산 진달래밭,12/4 한라산 등반 진달래밭 대피소에서 정상 백록담까지,M,2,,,      ,          ,,서울,서초구,방배동,
오대산 노인봉,오대산 노인봉 소금강 겨울 등산코스로의 산행 / 2부 노인봉대피소~소금강,F,4,,,      ,          ,,경기,평택시,포승읍,
한라산 진달래밭,#성판악 #속대밭대피소 #사라오름 #진달래밭대피소 #한라산 #백록담,F,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,화원읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
지리산 노고단,지리산 노고단 대피소의 하룻밤,F,2,,,      ,          ,,서울,강남구,개포1동,
지리산 노고단,지리산 노고단 대피소의 하룻밤,M,4,,,      ,          ,,경기,오산시,오산동,
설악산 양폭,설악산(소공원에서 양폭대피소까지) 2018.6.12,F,4,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경북,구미시,구평동,"경차 (모닝, 스파크 등)"
지리산 장터목,14일 지리산 장터목대피소 상고대 장관,M,5,기타 ,200~299만원,아니오,          ,단독주택,강원,태백시,상장동,"경차 (모닝, 스파크 등)"
설악산 희운각,설악산 운해 1박2일(오색-대청봉-희운각대피소-공룡능선-마등령-비선대-설악동),M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,기타 ,서울,송파구,송파1동,
한라산 윗세,[제주 한라산] 영실 - 윗세오름대피소 - 어리목,M,4,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안산시 단원구,초지동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
설악산 중청,설악산 대청봉 1박 일출 산행 (중청대피소 3대의 덕),F,5,"주부 (전업주부, 파트타임 근무 주부)",100만원 미만,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,여의도동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
덕유산 삿갓골재,덕유산 1박2일 (설천봉~삿갓재대피소~남덕유산),M,3,,,      ,          ,,,,,
지리산 노고단,지리산 노고단 대피소의 하룻밤,M,5,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",300~399만원,예    ,자녀 있음 ,단독주택,경기,평택시,신장동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
설악산 소청,설악산 소청대피소에서 하룻밤 (2019. 6.14~15),F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,진관동,
덕유산 향적봉,덕유산 향적봉대피소 기적의 1박,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,예    ,자녀 있음 ,기타 ,대구,달서구,송현1동,기타 (승합차/트럭/화물차/기타 차량 등)
소백산 연화봉,[등산 No.26] 소백산 산행(연화봉대피소) 천동/비로봉/죽령(18/12/01 ~02일),M,2,,,      ,          ,,부산,북구,화명1동,
지리산 장터목,[지리산/백무동코스/천왕봉/장터목대피소/국내여행] 1박2일 지리산 막바지 가을산행길 (ft. 가을고생길),F,3,"자영업 (도소매업, 숙박업, 미용업)",600~699만원,아니오,          ,단독주택,대구,수성구,지산1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
북한산 대피소,북한산 산성입구~중흥사~북한산대피소~백운봉암문~밤골(190803). ,M,5,,,      ,          ,,경기,평택시,비전동,
지리산 연하천,지리산 종주 #2 연하천대피소-형제봉-칠선봉-세석대피소-촛대봉-연하봉-장터목대피소,M,5,,,      ,          ,,경기,부천시 원미구,상동,
덕유산 향적봉,무주 덕유산국립공원의 1박2일과 향적봉대피소,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서초구,서초2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
설악산 중청,설악산 대청봉 중청대피소 숙박,M,3,기타 ,700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북아현동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
