주변관광,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
동해사,"강원도여행지, 맑은 하늘에 감로비가 내렸다는 양양 동해사를 소개 합니다 : 네이버 블로그",M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
동해사,"강원도여행지, 맑은 하늘에 감로비가 내렸다는 양양 동해사를 소개 합니다 : 네이버 블로그",M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
동해사,양양 동해사 : 네이버 통합검색,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
낙산사,낙산사 근처 사찰 : 네이버 통합검색,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
레인보우힐링,민주지산 자연휴양림 레인보우 힐링 숲속 가요제,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,남원시,조산동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
청평사,춘천 단풍구경하며 산책겸 등산코스 청평사가는길,M,5,,,      ,          ,,서울,도봉구,창2동,
농월정,함양 남계서원 농월정 일두고택,F,5,,,      ,          ,,경기,구리시,인창동,
정남진우산도,정남진 장흥 물 축제 여행 정남진 전망대 위대한 영웅 안중근을 만나다,M,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,동두천시,지행동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
대구화원,대구 화원 카페 커피문화 작은 창고형카페,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,오피스텔,서울,강서구,방화2동,
도선사,오이도선사유적공원 유기견 : 네이버 VIEW,M,5,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,성남시 중원구,은행1동,
호압사,호압사 & 청계사 : 네이버 블로그,M,4,,,      ,          ,,충북,충주시,금가면,
대천해수욕장,대천해수욕장 짚라인 타고 스카이라운지에서 커피한잔,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,예    ,자녀 있음 ,단독주택,대전,중구,태평2동,
남원,팅커벨의 좋은집 성남점/성남원투룸/아파트/오피스텔 /상가점포 : 네이버 카페,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,백현동,
자인사,삼성전자 인사평가 대수술..부하 직원이 부서장 평가한다 | 다음 뉴스,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,하월곡동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
구문소,억년의 세월이 빚은 비경 태백팔경 구문소,F,4,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,평택시,용이동,
능강,제천 능강계곡 물놀이 그리고 정방사 사찰산책 : 네이버 블로그,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,구리시,인창동,
봉개휴양림,제주교래자연휴양림 큰지그리오름 봉개음식물처리장 냄새 최악,F,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,순천시,연향동,"경차 (모닝, 스파크 등)"
망상,강원 동해 망상오토캠핑장,F,3,,,      ,          ,,서울,송파구,삼전동,
봉서사,완주 봉서사,M,5,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,아니오,          ,아파트/ 주상복합,서울,강남구,세곡동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
해남오시아노,캠핑장 추천  해남 오시아노 캠핑장,F,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,광주,서구,마륵동,"경차 (모닝, 스파크 등)"
곡성도림사,곡성 여행 도림사 카페 씨엘로,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,고양시 덕양구,고양동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
울릉도,애초 목적지는 울릉도?…수백km 항해 어떻게? > 뉴스 9 > 사회 > 뉴스 | KBSNEWS,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,다사읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
선운사,선운사 : 네이버 통합검색,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,도봉구,창4동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
안면도,충남 태안 가볼만한곳 안면도 자연휴양림 무장애 나눔길,F,4,기타 ,100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,함안군,칠원면,
보덕사,보덕사 예산,F,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,익산시,부송동,
자인사,삼성전자 인사평가 대수술..부하 직원이 부서장 평가한다 | 다음 뉴스,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강동구,명일2동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
대관령어흘리,대관령 어흘리 100년 소나무 숲길  대관령 치유의 숲길,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,파주시,탄현면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
골드힐카운티리조트,천안 골드힐카운티리조트 관광단지 기공식  연합뉴스,M,4,,,      ,          ,,서울,노원구,공릉동,
개척사,미국 개척사에 두드러진 두 청년,M,2,,,      ,          ,,인천,동구,송림6동,
의성탑산온천,경북 의성 탑산약수온천 유황냄새 진한 지방온천,M,3,,,      ,          ,,경기,안산시 단원구,와동,
대광해수욕장,아이들과 국내섬여행 임자도  해수욕장 대광해수욕장,F,5,,,      ,          ,,서울,구로구,오류2동,
선바위,합천 작은가야산  수리봉소바우듬선바위,F,3,,,      ,          ,,서울,강북구,수유2동,
경천대,상주 경천대마음이 열리는 이곳 경천대 국민관광지,F,2,,,      ,          ,,서울,동작구,사당5동,
위봉사,한국의 산사 10898 완주 위봉사,F,3,무직,100만원 미만,아니오,          ,아파트/ 주상복합,인천,남구,주안3동,
고성델피노골프앤리조트,가족여행 숙소 추천 고성 속초 델피노골프앤리조트 카페로까 조식 리뷰,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,아파트/ 주상복합,경기,의정부시,신곡동,
구곡폭포,구곡 폭포 나들이,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,구로구,구로1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
금강호,오천항 금강낚시 금강호 쭈꾸미 갑오징어 출조 조황 쭈갑 선상낚시 20191109,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,용인시 기흥구,청덕동,"경차 (모닝, 스파크 등)"
불갑사,불갑사 상사화 개화초기 풍경불갑사상사화축제 날에는 만개할듯,F,4,,,      ,          ,,인천,남동구,간석4동,
합천보조댐,경상남도 산책길  합천 가볼만한곳 산책하며 데이트하기 좋은 길 합천 보조댐 수변생태 탐방로,F,4,,,      ,          ,,경남,양산시,덕계동,
팜파스종합휴양,팜파스종합휴양관광단지,M,2,,,      ,          ,,경기,수원시 권선구,금곡동,
울릉도,울릉도 하늘길 열... :: 네이버 뉴스,M,3,,,      ,          ,,서울,서초구,우면동,
영국사,충북 영동 가볼만한곳 천태산 영국사,M,3,,,      ,          ,,경북,구미시,공단동,
선운사,선운사 : 네이버 VIEW,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정동,
내설악용대,Jule105 봉정암  강원 인제 용대 내설악11530 월 맑음,F,4,"교직 (교사, 유치원교사, 학원강사)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강북구,번3동,
용담사,안동물놀이할만한곳안동계곡길안계곡길안용담사 근처 계곡으로 물놀이다녀왔어요,M,4,,,      ,          ,,경기,성남시 분당구,금곡동,
오전약수,태백산에 싸여있는 봉화군 물야 오전약수,M,4,,,      ,          ,,경남,김해시,대성동,
태조산,천안 태조산421m  흑성산519m,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,논현동,
왜목마을,당진당일치기 3 왜목마을 해수욕장 산책 잠깐 들리기 좋은 코스,F,5,,,      ,          ,,경기,고양시 일산서구,대화동,
북고사,늦가을 무주의 북고사 성지순례,F,4,"교직 (교사, 유치원교사, 학원강사)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중2동,
복전암,토요산행   보문산,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,광진구,능동,
울산강동,울산 강동 화암 주상절리 예술작품 같은 일출,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,송파구,삼전동,"대형차 (제너시스, BMW5급 등)"
맹방,강원도 삼척 맹방해수욕장 당일치기 여행,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,군포시,산본2동,
소요산,소요산 등산코스  소요산역자재암선녀탕의상대원점회귀 3시간,M,4,"관리직 (사장, 간부, 고위공무원)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,충북,청원군,남일면,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
백운계곡,포천 백운계곡,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안산시 단원구,고잔동,"대형차 (제너시스, BMW5급 등)"
고석정,철원 여행 고석정 정취를 취하다,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안산시 단원구,선부동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
미탄마하생태,대한민국 대표 관광지 강원도 강원도 관광지 현황은,F,4,,,      ,          ,,대구,달서구,용산동,
선운사,고창 가볼만한 곳 학원농장과 녹음이 짙은 선운사 여행 : 네이버 블로그,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,은평구,수색동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
동해사,동해사 : 네이버,M,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,단독주택,충남,아산시,배방읍,
표충사,표충사 우리아이마음숲놀이터 하루 종일 놀겠다는 아이들,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,안산시 단원구,선부1동,
율포해수욕장,전라도1박2일여행여수낭만포차 율포해수욕장 광한루원,F,3,무직,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,양천구,신정1동,
동해사,동해사 : 네이버 플레이스,M,4,,,      ,          ,,서울,마포구,성산2동,
연등사,연등사경북 봉화군 석포면,M,4,,,      ,          ,,서울,마포구,성산2동,
울릉도,울릉도 하늘길 열... :: 네이버 뉴스,M,3,,,      ,          ,,서울,강남구,압구정동,
오토테마파크,야경이 멋있는 합천 휴테마파크 오토캠핑장,F,5,,,      ,          ,,전남,목포시,산정동,
신안사,하 린넨 스커트 다신 안사요ㅠㅠ ㅠ : 네이버 카페,F,2,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,충북,청주시 흥덕구,운천동,
영암바둑테마파크,영암 가볼만한곳  월출산 기찬랜드 가야금산조 테마공원,F,5,,,      ,          ,,경기,의정부시,신곡2동,
해운대,해운대뷔페 가장 좋아하는 곳 그랜드애플,M,4,"관리직 (사장, 간부, 고위공무원)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,동구,대동,"경차 (모닝, 스파크 등)"
의성탑산온천,경북 의성 탑산약수온천 유황냄새 진한 지방온천,F,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,화원읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
표충사,표충사 우리아이마음숲놀이터 하루 종일 놀겠다는 아이들,M,2,,,      ,          ,,인천,남구,주안2동,
천안종합휴향,세종싸이클로드,M,3,,,      ,          ,,경기,광주시,경안동,
대광해수욕장,아이들과 국내섬여행 임자도  해수욕장 대광해수욕장,M,4,무직,100만원 미만,아니오,          ,기타 ,서울,용산구,동자동,
원주오크밸리,원주 오크밸리 카라반 여행  야간산책 소나타 오브 라이트,F,4,,,      ,          ,,경기,평택시,비전2동,
증평에듀팜특구,SNS기자단 기고 해외 관광객도 즐길 충북의 명소 증평 에듀팜 관광특구,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,논현동,
기장도예촌,카라반캠핑기장도예촌,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,남구,야음동,
